64
1734,3025,1200,7255,8637,1571,2285,8640,4996,9771,5326,3436,9529,5618,7689,7874,5364,1603,1989,1296,4513,7625,2924,3694,6898,9890,4396,9660,1906,2042,9625,8491,6343,1619,9294,2648,6589,4277,7298,2589,8199,8175,3132,3740,2699,1401,1398,8067,2120,6568,7976,3325,1371,5365,5041,4641,2138,5888,6246,5989,9002,7862,6351,4840
2520,7881,7372,5164,6641,4292,2080,8752,7383,7619,3799,6281,8611,4981,5773,7681,7614,7471,9090,6738,7426,8034,5961,8825,8636,8860,9841,8201,5450,2809,4554,4015,4614,3359,3401,5761,9834,6168,6894,7258,1543,3707,9297,9543,4680,3091,2964,7706,9283,9164,4303,8794,2205,1757,8411,6284,8203,2699,2304,1187,7413,7218,1968,3262
9711,5232,5745,9698,1295,4530,4593,6921,1828,8093,6632,3681,4626,3699,7076,5582,2311,7408,1276,8400,2239,5207,6281,2200,4820,5862,8646,7795,1320,5457,9177,6802,8444,4493,1888,3125,6758,1441,5020,3988,9219,6760,7072,6102,8868,1169,3423,7026,3844,6948,9501,1879,4212,4474,6345,1163,4803,2979,5086,5411,6156,5753,5060,5869
8662,4800,4843,3811,6794,6546,8346,6946,2751,1605,8490,2522,9197,2560,1100,5154,9791,5175,2837,9891,1280,4695,1187,4607,1593,5451,3461,2027,3443,7969,7768,6546,5877,6757,8848,3492,2493,7601,1386,6653,2414,7744,1154,2826,2879,9182,5478,9181,8797,6295,3785,5126,2412,7347,1198,7946,9582,1819,2006,2126,2479,9724,7152,5292
3763,3584,4395,7609,8670,4990,2419,9661,6999,1125,9780,4103,1621,5793,9301,1270,9146,6877,7426,7506,4274,2317,9092,4011,3668,5091,4709,8037,1783,1762,3508,7777,1788,3955,8892,4844,9725,1801,7992,5538,4457,9644,9334,8080,8035,8396,3193,9031,8494,6212,3309,4902,3772,2704,8942,9124,2735,6083,3807,7904,2205,4006,1605,5062
4302,6468,4787,1279,7346,8704,5004,4677,2482,1339,4125,9892,1589,6513,5426,8877,7556,3598,8839,4824,5048,6760,9180,1511,1417,8739,8291,7595,8035,6918,8340,1502,4793,6277,3004,2988,4543,2862,7429,5769,8358,1217,4246,5000,4210,7347,2393,1921,5671,2349,1894,5794,5481,1801,1881,2208,6035,1217,6233,4878,4108,4154,3882,5504
2211,3212,1726,1769,6529,5769,3802,5650,3467,2092,8994,9971,2167,8460,9320,2373,4460,7468,7867,6973,2595,2843,3547,1903,2241,2595,3641,9062,9879,9360,5600,2529,2789,4283,6707,1055,7330,5679,9437,9859,4171,4010,8060,4964,7490,4089,9208,7113,6127,4044,2596,7835,9541,6092,5596,1068,2982,1244,5456,6111,1548,2967,6069,8579
3850,9753,6617,2579,6697,5460,5959,4457,3055,9249,4258,1827,8668,8929,8681,1905,3039,6360,1670,6811,5219,1864,8477,3552,6085,4849,7110,5533,3390,7341,4979,5493,4306,1943,2200,3175,9889,9829,6590,3777,6736,8173,7784,8723,2170,8783,9548,1332,2578,9334,4640,1297,7622,3992,5868,5834,4205,6651,4378,7417,8782,1143,5156,3330
5318,6967,7156,7134,1674,5896,6501,1811,3028,3797,1004,3546,4246,4818,2830,6019,2013,1954,9702,2749,2565,5635,3920,1909,1034,4763,3465,8020,2598,2372,8960,4055,7644,3735,2770,3837,6546,3319,8443,8620,6640,5903,5721,5207,2486,5299,5645,3694,6026,1696,2714,4176,3843,7749,9298,3621,9928,7911,8758,5365,2166,9840,6662,1877
1139,2326,1417,5106,3099,2914,3206,6689,5363,8729,2870,9960,3299,9409,9608,5523,8346,8016,5898,7314,5741,4926,6524,4146,6129,7282,7529,3843,8352,8298,6343,1303,1991,3188,2285,2136,8169,5535,1342,1410,9118,7208,6070,9179,9715,9318,9566,9814,2287,8818,7223,8482,3203,6396,1303,1776,4908,1587,5535,8313,9626,8831,8104,9351
2664,3750,5404,9588,8286,2560,5148,9799,9669,8625,4168,9625,8008,8190,2126,2858,9580,3185,4623,8578,4093,8945,8331,2825,6230,1527,9011,2243,6098,9534,6777,6970,1799,6921,3740,4592,5655,3329,9661,8561,4852,7356,4077,2259,1472,4936,5711,4639,4642,9597,1234,8883,1914,4876,5702,5720,3789,4381,5692,2697,3426,5913,1556,6962
1669,2943,5028,5634,1118,1826,2021,2998,9705,7906,6436,9634,3384,7870,1487,3257,7238,5837,5658,4166,4302,5042,7884,3872,3166,2720,4179,4472,3077,1494,8580,6838,9084,8207,9504,3852,3779,5805,1485,3680,8869,7485,7818,7902,3327,1195,1023,9909,9875,5548,6520,4166,8313,8806,1638,8797,8855,1331,8295,4675,6303,6499,8561,5299
8979,9488,6615,2751,8792,2148,4108,6838,4646,7295,1098,3919,4490,9816,2618,9659,5290,2973,6769,4053,5123,2705,5411,1562,8374,8639,9034,4835,2834,2515,2485,7715,9838,2516,6804,7649,9535,7831,7439,2572,7829,1450,5701,8099,8887,8180,2572,3206,9126,4291,2968,9491,3958,7474,5824,9361,6169,8454,3303,6929,4642,1452,5923,4181
7457,4068,6702,6780,1762,9638,7590,6940,8638,8972,8623,3622,8887,8692,8725,3854,7384,2900,3732,8732,1755,9872,8453,2049,3186,2388,3168,4667,1600,5295,8303,2334,5139,1788,4366,7209,9312,2586,7249,8655,5067,7947,3895,2205,5253,2307,5841,1773,6705,5852,4600,9619,1852,1559,7127,6083,6925,8986,3966,6327,4828,4631,2668,4092
1831,6579,8592,6626,6610,8196,7867,2214,4731,5954,5016,6778,4131,6781,3107,7657,9116,2033,5088,4020,3639,2857,3963,1325,8825,5859,3940,4426,6866,1152,8972,3045,2157,3572,6507,4065,1151,3402,4954,2365,5184,9982,1596,4281,5563,1286,2193,1731,6726,7339,9817,7681,3646,8639,2606,9395,6596,9717,7552,7602,8092,9209,8433,7878
8655,6876,7530,9790,6245,4921,8814,6376,5736,6765,4228,1951,1549,8047,9568,9872,5464,6815,1536,1727,6473,9364,8135,1937,1752,8417,4135,8876,7607,8439,1862,4057,3844,6053,8212,9933,3798,8474,2788,1056,7782,6170,7530,5885,2654,6527,8415,2309,2117,4946,8051,3671,3469,3038,5370,7397,9398,2853,7820,4178,7740,3690,2782,6096
7851,1780,1613,2413,6172,4315,1502,7540,2018,2853,5201,6019,9835,7417,5490,5804,3460,2707,9857,7750,6154,5822,7633,2118,3561,5414,8138,7773,3956,8910,6142,7404,6821,5949,8069,8638,1138,5132,1134,1239,7155,5302,3575,8450,4513,6120,1369,1990,7140,5343,7917,3331,3720,9486,5053,1095,6620,8988,5431,3676,4561,8082,6697,4605
8893,1986,7483,8985,4231,9455,5600,5950,6311,8250,2406,6000,6323,3747,2919,5185,1696,7587,3949,2949,5986,9390,9216,2146,1064,5865,1671,1186,9501,6561,2837,1186,6492,2706,7392,3157,4236,7380,4032,5562,2064,6860,8721,4705,6035,1872,8645,5376,9098,6196,3740,3902,1359,3613,2047,1374,1986,4082,2573,7549,4588,4426,3835,2481
2680,8750,5997,3268,7788,2091,4312,8238,8534,1975,6572,3482,3052,8635,9871,1323,3050,3878,3417,2742,6762,7304,6921,4539,5763,7780,5450,2010,4681,6594,6074,6593,1592,1611,9983,2612,7257,2498,9266,7150,9678,6206,9412,8053,6791,6803,1199,1108,3985,3699,1379,9964,6951,7466,6473,8465,5558,3300,4796,7553,7205,2305,8428,1346
9669,5689,8760,4407,2824,5443,9847,1831,6997,1222,2986,7534,2465,2703,3707,3341,9134,1044,7729,2735,7226,3508,5404,8600,4531,9729,8173,7124,6935,7967,1381,1599,5223,8971,9278,6622,8838,2066,2910,2842,3450,4081,2068,5505,8151,8108,5773,2132,5574,8041,2663,1653,1294,3635,3808,6478,3611,7882,7380,5980,7497,8311,8134,2395
5781,5252,1690,7692,4182,3238,9805,5110,9649,3089,5447,2063,1857,1233,8551,3779,1937,7327,3292,7881,2569,5200,2691,9039,7641,7477,4011,7019,6014,5794,4827,6221,9699,1937,6869,6263,9321,1052,7000,1023,2406,6116,4419,2824,6964,6701,6284,4942,8340,4962,6228,7891,7794,8901,6144,5198,3277,1624,6484,1718,1181,3112,5886,8920
4327,7934,8138,5224,5571,7839,9204,6601,7349,8872,2852,1720,1135,1772,8562,8503,3405,7225,3001,2471,9962,1557,3313,1771,2077,8203,2591,8666,5976,2396,4850,9855,2826,6400,5770,3096,9678,6383,6046,4733,4186,5971,6556,9827,7082,2637,1610,6196,8066,8155,1297,5237,9802,3328,2217,7931,5368,4587,9122,9678,4530,3514,9481,8034
9929,6652,5872,5656,7575,5843,6432,3760,1855,2913,5195,9227,9436,7087,7398,4701,6689,5109,8269,2368,3662,1062,1694,9747,9494,9770,6757,3404,6020,5826,4022,4038,6336,4227,5255,1844,5703,7021,7430,4308,2062,3620,7176,4764,2167,5305,5903,1128,6136,6609,2326,7770,5623,8363,9346,7700,2132,9354,9844,4489,5283,2906,5271,6914
5721,8970,9651,8108,1936,6458,7315,4502,1873,8617,2101,8139,8455,5498,5348,1134,8012,7737,5914,9526,2073,7730,5058,3056,4666,3248,5332,1850,7850,1119,4829,3143,2635,2752,6474,2403,8642,7334,1892,5833,6995,9534,7593,3455,3187,5639,2969,9043,4348,6233,4691,3657,2647,7478,2372,4362,7831,9828,6226,5599,4030,4643,3818,6586
5656,4203,1478,6612,8370,9091,8972,6369,8335,9119,1699,2063,7778,6463,2400,2768,7475,4939,8794,3879,9624,6072,6848,5243,8486,7493,1857,1131,8093,7708,5425,6857,9905,8688,2030,6036,2386,7052,4413,5127,1558,4339,1717,9773,6769,7630,5495,9236,9451,7792,3418,1460,2225,1954,4461,6377,5837,4911,9770,8060,3987,6580,8484,2646
9759,2692,3847,9948,7292,9386,9648,4390,5242,7339,7952,1609,7796,5946,5237,3164,2277,1955,9176,6343,5435,5358,3761,7877,3597,3488,3212,7450,6481,1580,6740,3863,3024,6401,5158,4051,1081,5210,4395,5919,8090,2444,6936,7541,7859,9759,6650,5319,2987,3593,4496,9298,8653,4228,8489,9737,5772,7868,8256,2288,8020,7941,9925,6208
4961,9443,5046,4317,3242,8954,6020,3507,1651,6580,6936,8067,8134,7061,4085,7921,4502,1140,7793,5276,9096,2505,7926,9525,9350,1814,4064,5771,3293,1875,7915,8726,7709,3602,6932,6432,5571,9201,5359,7429,6535,8272,7587,3473,8620,7038,3572,6491,4487,8400,6073,8283,9926,2046,5560,9780,9399,5990,1378,1222,9634,2703,7175,6207
3550,2518,2861,5650,5026,4586,7872,2184,5304,9276,8263,4288,7995,6574,9932,7663,6200,8161,9397,8763,7805,2596,3515,6216,8251,3107,8769,4674,6912,2649,8164,6263,1616,2075,1569,8934,9175,1136,2250,6039,9904,2979,6125,7549,7451,4561,2024,9040,8968,8270,7462,2629,4856,9417,9104,7362,2141,6965,4021,3829,2236,8375,9616,3375
9663,5831,4647,2500,1049,6720,2063,4534,2444,3533,4235,2231,9718,9331,8390,4487,7815,8554,5631,7414,1563,8979,9352,3053,9313,8847,1950,8467,4016,7835,7591,7882,6056,7120,1535,9621,8379,4446,6061,8931,5035,3775,7955,9002,5697,3286,5546,5437,5895,6142,1456,7065,3213,1756,9376,9299,4873,9385,1224,1267,4433,6285,6973,6204
1008,9703,8322,6382,2819,1674,6203,9064,9430,3467,9593,5695,5959,9963,2930,1055,4176,1962,7271,5432,4530,4146,6660,3291,7627,4758,5959,1720,3483,1154,2903,1036,2144,2227,9241,3072,6128,1459,2221,5322,1907,4518,8334,7583,8006,4084,7494,4114,7346,7527,5164,3188,3738,4438,5819,5030,7195,5694,9874,2180,7594,3599,8047,5677
6705,3082,3932,3443,6956,5655,6253,6266,9478,7483,3700,2247,3402,1869,7642,8111,6671,5682,2682,4253,1694,6058,1215,4159,3329,2129,3073,1060,8386,7587,2134,4988,8782,3185,9948,8109,5958,1466,8060,6061,8653,4748,1910,1670,6693,7265,4667,8003,5699,5747,9377,2770,1270,4803,6049,2232,1344,9960,3448,2053,3047,8368,4317,8156
7498,9687,7512,1072,7418,5255,8099,8454,3494,5975,1992,6835,9284,8675,7511,6024,8975,1730,2264,3358,3001,9947,6971,1527,9017,7355,2805,1485,2075,9317,2401,3349,6114,3235,1552,6611,1691,8243,8221,6624,1476,9094,2564,1510,3768,6134,9281,8167,6573,4104,5080,5960,2295,2613,8402,7113,7694,7297,2178,7418,9935,2064,9150,1134
3452,3102,3449,7946,1920,5947,8848,3692,2614,4683,2736,4999,7391,5102,5264,7385,2046,1429,7304,9311,8831,6671,1156,2815,1475,3262,8458,4199,1523,9281,3353,2464,1952,6796,1324,8375,2204,9766,5701,3714,3133,4058,3293,4870,8318,5093,8855,3701,9906,2286,8717,4995,3460,5292,8514,2043,3041,6356,3703,7774,5517,7888,1999,8490
6881,7040,2385,2950,9642,8132,3555,7466,6979,1976,2561,1643,6257,1044,1946,8051,4657,8324,8164,6409,5770,5572,3177,2921,1667,8192,4767,8742,6320,1489,1020,3642,1449,1454,2884,1615,1895,7372,4444,7406,7595,9855,8910,1205,3289,6221,9544,6650,6462,2310,4061,2599,3626,2227,3073,6495,1910,7543,2112,9951,5332,8474,9828,3892
8386,7263,7509,8072,2414,7719,5304,1130,5903,2200,9105,1406,5580,9915,9956,2211,8334,3102,6631,7359,1265,7546,3850,6124,2595,5446,8864,9458,7162,8860,7727,9233,8191,6456,1910,9992,7708,1979,3065,6551,3051,5988,6850,6798,3253,8308,6197,3542,5540,7059,8041,5832,5460,6038,9219,1752,5798,3094,3540,1006,3652,7135,6645,1833
7765,2569,4635,8749,9640,4235,2155,2693,1725,7177,2185,5161,2545,9565,1078,4849,6012,6195,1445,5315,6699,6091,5161,4198,5336,2345,2057,5939,4531,8900,9547,1782,4428,5626,5905,9217,4323,6216,5670,6823,7724,7982,2200,8286,5153,8484,9991,7214,8343,7540,5317,3297,2594,8992,4380,8467,2247,7145,8590,5546,8918,7215,4514,2329
1237,5949,4505,2147,9718,5579,2637,3955,2484,5920,1923,9295,1732,3582,4427,3247,3574,2865,6241,7481,1079,1215,7362,1983,1065,1290,9810,3663,5877,1260,8975,4870,8251,4526,3053,3799,5995,3569,5282,5844,3228,3254,3932,2965,8538,5305,2840,7367,2406,7996,4971,9580,8599,8538,7780,1880,5568,4841,9005,4626,2265,3283,6056,6697
3710,7175,3289,3812,9736,8623,4986,7813,4434,2645,3669,5198,1653,3876,9000,5253,3900,8105,4187,8212,3517,1078,8474,1347,3340,2725,1430,4026,6319,7097,8440,8574,5493,8089,3986,9785,8174,4821,9588,2204,5036,5850,3256,8545,2782,4381,2627,2003,6968,2350,3932,4416,1201,4040,6912,6023,6042,3937,3997,3923,1780,8471,7978,7051
6968,4066,6033,9914,6036,2663,6713,8474,4462,4486,2992,7444,5105,5132,5462,8326,8147,7244,5082,1754,9624,4326,1806,4351,1860,4353,5309,5843,4021,2252,2107,8264,8657,9226,2393,3314,9709,5415,9418,7872,1212,3887,4155,8717,6606,1659,3682,4215,3709,9111,6327,6457,1989,6764,8585,8338,3212,6992,8004,3870,7948,5003,3904,5808
7727,1970,1624,9380,9546,5333,1772,3578,2822,1661,5628,9380,2354,7389,8138,2069,5638,8115,3031,3656,3044,2017,2919,3582,4699,2206,7002,4455,1955,7534,7491,8587,7535,8017,5629,2076,3447,3795,5674,2696,7471,7982,8640,1910,8251,1478,7962,5025,3366,3619,7021,9919,2474,5098,3841,8743,5654,2305,6375,2975,9225,3107,4081,3606
2756,3290,5186,8739,5693,5378,2587,1318,9641,2040,2386,4784,2701,1407,3609,7252,7226,9572,2300,3849,6832,2107,9600,5046,7967,9237,7016,8164,2283,5359,5142,8641,8525,4784,1009,1684,1610,8366,7661,1484,1375,5861,3794,9483,3224,9415,5400,1331,8354,4082,3931,1441,8967,8501,9664,6904,5317,9358,3591,7061,1779,9329,9651,2008
1978,3469,4845,2761,6082,7249,7134,7298,4772,1858,3257,9996,4923,4008,5580,9804,9933,4651,7233,6346,6228,1483,7948,4646,5557,5888,5988,2680,2781,9335,7318,5015,8103,4490,8265,1855,7344,9372,9873,7712,9321,2975,2668,8143,9231,7967,7038,2856,7316,3814,1563,8159,1167,2565,6879,9812,3486,1038,5789,8189,7874,6169,9401,5941
3617,5258,3911,4111,3368,7256,4964,1154,3905,9944,6048,2584,6614,5406,8446,9008,6264,9358,7491,6137,5682,2575,6927,5429,9385,2868,2575,3089,3167,6420,5947,6479,6353,7127,5954,6129,7539,6099,4947,2385,1935,4088,4060,1579,1856,6098,4250,3275,5035,4760,4468,2674,4722,5724,3613,9107,1016,3782,4118,9814,6682,4131,8913,6028
2592,2682,2000,8240,1894,5090,2716,7570,6242,7585,3149,7893,2821,6839,7188,3119,7366,9338,4860,5282,2241,5054,3322,3659,2194,6528,6199,3888,2701,4194,3549,9608,3953,4339,2580,9788,6256,1973,6955,4404,8835,8922,8745,5971,1073,1458,4563,9079,4358,2394,9561,6232,4830,2782,5749,3779,3373,7899,6793,1364,7116,9013,3154,9666
4796,1956,5216,9525,7790,5210,7429,6767,7889,8177,5684,3061,4607,4765,2072,2962,6887,5587,3037,8576,5406,6256,5394,7361,8007,8225,5475,5806,8322,1927,3750,5516,7366,9725,1217,5574,7521,5262,4171,8483,9037,3263,1526,4745,8070,9520,2445,7403,4183,1841,5749,2627,1531,6444,5039,4235,1116,2843,7842,5176,2762,1348,4277,5091
